日付,時刻,降水量(mm),気温(℃),露点温度(℃),蒸気圧(hPa),湿度(％),平均風速(m/s),風向,日照時間(h),降雪(cm),積雪(cm)
2024-10-03,20,///,///,///,///,///,///,///,///,///,///
2024-10-03,21,///,///,///,///,///,///,///,///,///,///
2024-10-03,22,///,///,///,///,///,///,///,///,///,///
2024-10-03,23,///,///,///,///,///,///,///,///,///,///
2024-10-03,24,///,///,///,///,///,///,///,///,///,///
2024-10-04,1,///,///,///,///,///,///,///,///,///,///
2024-10-04,2,///,///,///,///,///,///,///,///,///,///
2024-10-04,3,///,///,///,///,///,///,///,///,///,///
2024-10-04,4,///,///,///,///,///,///,///,///,///,///
2024-10-04,5,///,///,///,///,///,///,///,///,///,///
2024-10-04,6,///,///,///,///,///,///,///,///,///,///
2024-10-04,7,///,///,///,///,///,///,///,///,///,///
2024-10-04,8,///,///,///,///,///,///,///,///,///,///
2024-10-04,9,///,///,///,///,///,///,///,///,///,///
2024-10-04,10,///,///,///,///,///,///,///,///,///,///
2024-10-04,11,///,///,///,///,///,///,///,///,///,///
2024-10-04,12,///,///,///,///,///,///,///,///,///,///
2024-10-04,13,///,///,///,///,///,///,///,///,///,///
2024-10-04,14,///,///,///,///,///,///,///,///,///,///
2024-10-04,15,///,///,///,///,///,///,///,///,///,///
2024-10-04,16,///,///,///,///,///,///,///,///,///,///
2024-10-04,17,///,///,///,///,///,///,///,///,///,///
2024-10-04,18,///,///,///,///,///,///,///,///,///,///
2024-10-04,19,///,///,///,///,///,///,///,///,///,///
2024-10-04,20,///,///,///,///,///,///,///,///,///,///
2024-10-04,21,///,///,///,///,///,///,///,///,///,///
2024-10-04,22,///,///,///,///,///,///,///,///,///,///
2024-10-04,23,///,///,///,///,///,///,///,///,///,///
2024-10-04,24,///,///,///,///,///,///,///,///,///,///
2024-10-05,1,///,///,///,///,///,///,///,///,///,///
2024-10-05,2,///,///,///,///,///,///,///,///,///,///
2024-10-05,3,///,///,///,///,///,///,///,///,///,///
2024-10-05,4,///,///,///,///,///,///,///,///,///,///
2024-10-05,5,///,///,///,///,///,///,///,///,///,///
2024-10-05,6,///,///,///,///,///,///,///,///,///,///
2024-10-05,7,///,///,///,///,///,///,///,///,///,///
2024-10-05,8,///,///,///,///,///,///,///,///,///,///
2024-10-05,9,///,///,///,///,///,///,///,///,///,///
2024-10-05,10,///,///,///,///,///,///,///,///,///,///
2024-10-05,11,///,///,///,///,///,///,///,///,///,///
2024-10-05,12,///,///,///,///,///,///,///,///,///,///
2024-10-05,13,///,///,///,///,///,///,///,///,///,///
2024-10-05,14,///,///,///,///,///,///,///,///,///,///
2024-10-05,15,///,///,///,///,///,///,///,///,///,///
2024-10-05,16,///,///,///,///,///,///,///,///,///,///
2024-10-05,17,///,///,///,///,///,///,///,///,///,///
2024-10-05,18,///,///,///,///,///,///,///,///,///,///
2024-10-05,19,///,///,///,///,///,///,///,///,///,///
2024-10-05,20,///,///,///,///,///,///,///,///,///,///
2024-10-05,21,///,///,///,///,///,///,///,///,///,///
2024-10-05,22,///,///,///,///,///,///,///,///,///,///
2024-10-05,23,///,///,///,///,///,///,///,///,///,///
2024-10-05,24,///,///,///,///,///,///,///,///,///,///
2024-10-06,1,///,///,///,///,///,///,///,///,///,///
2024-10-06,2,///,///,///,///,///,///,///,///,///,///
2024-10-06,3,///,///,///,///,///,///,///,///,///,///
2024-10-06,4,///,///,///,///,///,///,///,///,///,///
2024-10-06,5,///,///,///,///,///,///,///,///,///,///
2024-10-06,6,///,///,///,///,///,///,///,///,///,///
2024-10-06,7,///,///,///,///,///,///,///,///,///,///
2024-10-06,8,///,///,///,///,///,///,///,///,///,///
2024-10-06,9,///,///,///,///,///,///,///,///,///,///
2024-10-06,10,///,///,///,///,///,///,///,///,///,///
2024-10-06,11,///,///,///,///,///,///,///,///,///,///
2024-10-06,12,///,///,///,///,///,///,///,///,///,///
2024-10-06,13,///,///,///,///,///,///,///,///,///,///
2024-10-06,14,///,///,///,///,///,///,///,///,///,///
2024-10-06,15,///,///,///,///,///,///,///,///,///,///
2024-10-06,16,///,///,///,///,///,///,///,///,///,///
2024-10-06,17,///,///,///,///,///,///,///,///,///,///
2024-10-06,18,///,///,///,///,///,///,///,///,///,///
2024-10-06,19,0,21.6,///,///,///,0.2,静穏,,///,///
2024-10-06,20,0,21.5,///,///,///,0.3,西南西,,///,///
2024-10-06,21,0,20.8,///,///,///,0.8,西,,///,///
2024-10-06,22,0,20.8,///,///,///,0.5,北西,,///,///
2024-10-06,23,0,20.5,///,///,///,0.6,西南西,,///,///
2024-10-06,24,0,20.5,///,///,///,0.8,西,,///,///
2024-10-07,1,0,20.4,///,///,///,0.2,静穏,,///,///
2024-10-07,2,0,20.5,///,///,///,0.9,西北西,,///,///
2024-10-07,3,0,20.4,///,///,///,1.2,西北西,,///,///
2024-10-07,4,0,20.2,///,///,///,0.5,北,,///,///
2024-10-07,5,0,19.9,///,///,///,0.5,南西,,///,///
2024-10-07,6,0,19.9,///,///,///,0.8,南,0,///,///
2024-10-07,7,0,20.8,///,///,///,0.4,西北西,0,///,///
2024-10-07,8,0,21.6,///,///,///,1,北,0,///,///
2024-10-07,9,0,24.4,///,///,///,1.1,南,0,///,///
2024-10-07,10,0,25.9,///,///,///,2.3,東南東,0.3,///,///
2024-10-07,11,0,24.9,///,///,///,0.8,北北西,0,///,///
2024-10-07,12,0,24.3,///,///,///,2.6,北西,0,///,///
2024-10-07,13,0,24.7,///,///,///,3.6,北北西,0,///,///
2024-10-07,14,0,24.6,///,///,///,2.5,北西,0,///,///
2024-10-07,15,0,24.6,///,///,///,2.5,西北西,0,///,///
2024-10-07,16,0,23.8,///,///,///,1,西南西,0,///,///
2024-10-07,17,0,23.2,///,///,///,1,西,0,///,///
2024-10-07,18,0,22.6,///,///,///,0.6,北西,0,///,///
2024-10-07,19,0,23.1,///,///,///,1.9,西北西,,///,///
2024-10-07,20,0.5,21.8,///,///,///,1,西南西,,///,///
2024-10-07,21,0,21.9,///,///,///,0.7,北西,,///,///
2024-10-07,22,0,21.6,///,///,///,0.7,西南西,,///,///
2024-10-07,23,0,21.6,///,///,///,1.5,北西,,///,///
2024-10-07,24,0,21.5,///,///,///,1.1,西北西,,///,///
2024-10-08,1,0,21.5,///,///,///,1.2,西北西,,///,///
2024-10-08,2,0,20.9,///,///,///,0.2,静穏,,///,///
2024-10-08,3,0,20.8,///,///,///,0.8,西,,///,///
2024-10-08,4,0,20.9,///,///,///,0.9,北西,,///,///
2024-10-08,5,0,20.9,///,///,///,0.6,西北西,,///,///
2024-10-08,6,0.5,20.6,///,///,///,0.6,西,0,///,///
2024-10-08,7,0.5,20.9,///,///,///,0.9,西,0,///,///
2024-10-08,8,0,21.5,///,///,///,1.5,北西,0,///,///
2024-10-08,9,0,21.7,///,///,///,2.3,北西,0,///,///
2024-10-08,10,0,22,///,///,///,3.5,北西,0,///,///
2024-10-08,11,0,21.4,///,///,///,4.5,北北西,0,///,///
2024-10-08,12,0,20,///,///,///,4.7,北北西,0,///,///
2024-10-08,13,2,18.6,///,///,///,4.2,北西,0,///,///
2024-10-08,14,1.5,17.9,///,///,///,4.2,北西,0,///,///
2024-10-08,15,2,17.6,///,///,///,1.5,北北西,0,///,///
2024-10-08,16,1.5,17.3,///,///,///,0.8,南西,0,///,///
2024-10-08,17,2.5,17,///,///,///,0.4,南西,0,///,///
2024-10-08,18,3,16.8,///,///,///,0.3,東,0,///,///
2024-10-08,19,1.5,16.5,///,///,///,0.5,南西,,///,///
2024-10-08,20,2.5,16.6,///,///,///,1.1,北北西,,///,///
2024-10-08,21,2,16.3,///,///,///,0.5,西北西,,///,///
2024-10-08,22,3,16.3,///,///,///,0.7,南,,///,///
2024-10-08,23,5,15.7,///,///,///,0.8,北北西,,///,///
2024-10-08,24,2,15.4,///,///,///,0,静穏,,///,///
2024-10-09,1,1,15.3,///,///,///,0.4,北西,,///,///
2024-10-09,2,2,15.2,///,///,///,0.9,西北西,,///,///
2024-10-09,3,3.5,15.1,///,///,///,1.4,北西,,///,///
2024-10-09,4,3.5,14.9,///,///,///,0,静穏,,///,///
2024-10-09,5,5.5,14.7,///,///,///,1.3,北北西,,///,///
2024-10-09,6,5,14.7,///,///,///,0.5,西北西,0,///,///
2024-10-09,7,6,14.7,///,///,///,0.6,西南西,0,///,///
2024-10-09,8,3,14.8,///,///,///,1.2,南南西,0,///,///
2024-10-09,9,2.5,15.5,///,///,///,0.8,南南東,0,///,///
2024-10-09,10,0,16.6,///,///,///,0.8,南東,0,///,///
2024-10-09,11,0,17.6,///,///,///,1.4,北北西,0,///,///
2024-10-09,12,0.5,17.9,///,///,///,0.7,北北東,0,///,///
2024-10-09,13,0,17.6,///,///,///,2.5,東南東,0,///,///
2024-10-09,14,0,18.7,///,///,///,0.9,南南西,0,///,///
2024-10-09,15,0,20.5,///,///,///,4.3,北西,0.5,///,///
2024-10-09,16,0,19.3,///,///,///,4.8,北西,1,///,///
2024-10-09,17,0,17.7,///,///,///,2.4,北西,0.3,///,///
2024-10-09,18,0,17.2,///,///,///,3.7,北西,0,///,///
2024-10-09,19,0,15.7,///,///,///,2.3,北北西,,///,///
2024-10-09,20,0,13.8,///,///,///,1,南南西,,///,///
2024-10-09,21,0,13.6,///,///,///,1.3,西南西,,///,///
2024-10-09,22,0,13.3,///,///,///,2.1,西北西,,///,///
2024-10-09,23,0,11.9,///,///,///,0.5,西,,///,///
2024-10-09,24,0,11.9,///,///,///,2,西北西,,///,///
2024-10-10,1,0,11.2,///,///,///,0.7,西南西,,///,///
2024-10-10,2,0,11,///,///,///,1.4,西北西,,///,///
2024-10-10,3,0,10.7,///,///,///,0.7,西北西,,///,///
2024-10-10,4,0,10.4,///,///,///,0.9,西南西,,///,///
2024-10-10,5,0,10.7,///,///,///,1.5,西,,///,///
2024-10-10,6,0,10.1,///,///,///,0.5,北東,0,///,///
2024-10-10,7,0,11.9,///,///,///,1.2,北西,0.3,///,///
2024-10-10,8,0,14.1,///,///,///,0.8,北,0.5,///,///
2024-10-10,9,0,15.9,///,///,///,1.1,北北東,1,///,///
2024-10-10,10,0,18.1,///,///,///,1.9,南東,0.9,///,///
2024-10-10,11,0,19.5,///,///,///,2.8,東南東,1,///,///
2024-10-10,12,0,21.6,///,///,///,3,東南東,1,///,///
2024-10-10,13,0,22.5,///,///,///,3.3,東南東,1,///,///
2024-10-10,14,0,23.5,///,///,///,2.3,南東,1,///,///
2024-10-10,15,0,21.2,///,///,///,2.2,南南東,0.2,///,///
2024-10-10,16,0,20,///,///,///,2.6,南南東,0,///,///
2024-10-10,17,0,18.3,///,///,///,1.8,南南東,0,///,///
2024-10-10,18,0,17.6,///,///,///,1.9,南,0,///,///
2024-10-10,19,0,17.5,///,///,///,1.4,南,,///,///
2024-10-10,20,0,16.8,///,///,///,1.1,南南西,,///,///
2024-10-10,21,0,15.6,///,///,///,1.3,西南西,,///,///
2024-10-10,22,0,15.6,///,///,///,0.2,静穏,,///,///
2024-10-10,23,0,15.4,///,///,///,0.6,西北西,,///,///
2024-10-10,24,0,14.7,///,///,///,1.4,北西,,///,///
2024-10-11,1,0,14.1,///,///,///,0.5,北西,,///,///
2024-10-11,2,0,14.4,///,///,///,0,静穏,,///,///
2024-10-11,3,0,14.1,///,///,///,0.7,西,,///,///
2024-10-11,4,0,13.2,///,///,///,0.6,西南西,,///,///
2024-10-11,5,0,12.7,///,///,///,0.1,静穏,,///,///
2024-10-11,6,0,12.6,///,///,///,0.4,西北西,0,///,///
2024-10-11,7,0,13.5,///,///,///,0.1,静穏,0.3,///,///
2024-10-11,8,0,15.7,///,///,///,1,東南東,0.5,///,///
2024-10-11,9,0,17.9,///,///,///,1.2,東,1,///,///
2024-10-11,10,0,20.5,///,///,///,2.2,南東,1,///,///
2024-10-11,11,0,22,///,///,///,2.1,南東,1,///,///
2024-10-11,12,0,22.9,///,///,///,2.1,南東,1,///,///
2024-10-11,13,0,23.6,///,///,///,1.8,南東,1,///,///
2024-10-11,14,0,23.1,///,///,///,1.4,南南東,1,///,///
2024-10-11,15,0,23,///,///,///,1.6,南南東,1,///,///
2024-10-11,16,0,21.1,///,///,///,0.7,南,0.6,///,///
2024-10-11,17,0,19.4,///,///,///,1.3,東南東,0.2,///,///
2024-10-11,18,0,17.4,///,///,///,1.4,南,0,///,///
2024-10-11,19,0,16.8,///,///,///,0.6,西,,///,///
2024-10-11,20,0,16.3,///,///,///,1.3,西北西,,///,///
2024-10-11,21,0,16.2,///,///,///,0.3,西北西,,///,///
2024-10-11,22,0,16.4,///,///,///,1.2,西,,///,///
2024-10-11,23,0,16.1,///,///,///,1.6,西北西,,///,///
2024-10-11,24,0,15.6,///,///,///,1.4,西北西,,///,///
2024-10-12,1,0,15,///,///,///,1.1,西北西,,///,///
2024-10-12,2,0,14.4,///,///,///,0.3,西北西,,///,///
2024-10-12,3,0,14.4,///,///,///,0.8,西,,///,///
2024-10-12,4,0,13.7,///,///,///,0.3,西,,///,///
2024-10-12,5,0,13.3,///,///,///,0,静穏,,///,///
2024-10-12,6,0,12.8,///,///,///,0.9,西南西,0,///,///
2024-10-12,7,0,14.6,///,///,///,0.9,北北西,0.8,///,///
2024-10-12,8,0,16.2,///,///,///,0.9,東,1,///,///
2024-10-12,9,0,18.6,///,///,///,0.9,南南東,1,///,///
2024-10-12,10,0,20.6,///,///,///,1.1,南東,1,///,///
2024-10-12,11,0,22.1,///,///,///,1.5,南東,1,///,///
2024-10-12,12,0,23.1,///,///,///,2,南南東,1,///,///
2024-10-12,13,0,24.4,///,///,///,1.7,南東,1,///,///
2024-10-12,14,0,24.4,///,///,///,1.2,南,1,///,///
2024-10-12,15,0,23.7,///,///,///,0.9,南南西,1,///,///
2024-10-12,16,0,20.1,///,///,///,1.1,南西,0.8,///,///
2024-10-12,17,0,18.3,///,///,///,0.9,西,0,///,///
2024-10-12,18,0,17.2,///,///,///,0.7,西北西,0,///,///
2024-10-12,19,0,17.1,///,///,///,2.1,西北西,,///,///
2024-10-12,20,0,16.7,///,///,///,2.2,西北西,,///,///
2024-10-12,21,0,15.6,///,///,///,2.2,北西,,///,///
2024-10-12,22,0,14.9,///,///,///,1.8,西北西,,///,///
2024-10-12,23,0,14.8,///,///,///,1.8,西北西,,///,///
2024-10-12,24,0,14.5,///,///,///,1.4,西北西,,///,///
2024-10-13,1,0,13.7,///,///,///,1,西北西,,///,///
2024-10-13,2,0,13.4,///,///,///,1.3,西,,///,///
2024-10-13,3,0,13.1,///,///,///,1.2,西,,///,///
2024-10-13,4,0,12.7,///,///,///,1.3,西北西,,///,///
2024-10-13,5,0,12.1,///,///,///,0.7,西,,///,///
2024-10-13,6,0,12,///,///,///,1,西北西,0,///,///
2024-10-13,7,0,13.4,///,///,///,0.6,南,0.8,///,///
2024-10-13,8,0,16.3,///,///,///,0.8,南南東,1,///,///
2024-10-13,9,0,18.4,///,///,///,1.3,南南東,1,///,///
2024-10-13,10,0,20.8,///,///,///,1.2,南,1,///,///
2024-10-13,11,0,21.1,///,///,///,1.7,東,1,///,///
2024-10-13,12,0,23.7,///,///,///,1.4,南,1,///,///
2024-10-13,13,0,24.7,///,///,///,1.6,南南東,1,///,///
2024-10-13,14,0,25.2,///,///,///,1.6,南南東,1,///,///
2024-10-13,15,0,23.8,///,///,///,1,南南西,1,///,///
2024-10-13,16,0,20.5,///,///,///,1.3,南南西,1,///,///
2024-10-13,17,0,19.8,///,///,///,0.7,西南西,0.2,///,///
2024-10-13,18,0,17.6,///,///,///,0.8,西南西,0,///,///
2024-10-13,19,0,18,///,///,///,1.5,西北西,,///,///
2024-10-13,20,0,17.5,///,///,///,1.6,北西,,///,///
2024-10-13,21,0,16.8,///,///,///,2.1,西北西,,///,///
2024-10-13,22,0,15.6,///,///,///,2.2,北西,,///,///
2024-10-13,23,0,14.9,///,///,///,1.7,西北西,,///,///
2024-10-13,24,0,14.4,///,///,///,1.4,北西,,///,///
2024-10-14,1,0,14.4,///,///,///,1.2,西北西,,///,///
2024-10-14,2,0,13.6,///,///,///,1.3,西北西,,///,///
2024-10-14,3,0,13.5,///,///,///,2.5,北西,,///,///
2024-10-14,4,0,12.2,///,///,///,0.8,西,,///,///
2024-10-14,5,0,12.4,///,///,///,1.7,北北西,,///,///
2024-10-14,6,0,12.1,///,///,///,1.5,西北西,0,///,///
2024-10-14,7,0,13.4,///,///,///,2.1,北北西,0.8,///,///
2024-10-14,8,0,15.6,///,///,///,1.3,北,1,///,///
2024-10-14,9,0,18.1,///,///,///,1,北北西,1,///,///
2024-10-14,10,0,20.7,///,///,///,1.7,東南東,1,///,///
2024-10-14,11,0,22.6,///,///,///,1.8,南東,1,///,///
2024-10-14,12,0,23.7,///,///,///,1.6,南東,1,///,///
2024-10-14,13,0,24.3,///,///,///,1.4,南南西,1,///,///
2024-10-14,14,0,24.7,///,///,///,1.5,南南東,1,///,///
2024-10-14,15,0,23.6,///,///,///,0.8,南南東,1,///,///
2024-10-14,16,0,20.8,///,///,///,1,南西,1,///,///
2024-10-14,17,0,18.4,///,///,///,0.7,西南西,0.1,///,///
2024-10-14,18,0,17.1,///,///,///,0.6,西,0,///,///
2024-10-14,19,0,16.8,///,///,///,1.2,西北西,,///,///
2024-10-14,20,0,15.5,///,///,///,0.9,西北西,,///,///
2024-10-14,21,0,14.9,///,///,///,1.6,西北西,,///,///
2024-10-14,22,0,14.5,///,///,///,1,西北西,,///,///
2024-10-14,23,0,13.7,///,///,///,0.3,西北西,,///,///
2024-10-14,24,0,13.4,///,///,///,0.6,北西,,///,///
2024-10-15,1,0,13.2,///,///,///,0.9,西北西,,///,///
2024-10-15,2,0,13.2,///,///,///,1.1,西北西,,///,///
2024-10-15,3,0,13.5,///,///,///,0.8,北西,,///,///
2024-10-15,4,0,14.2,///,///,///,0.7,北西,,///,///
2024-10-15,5,0,13.6,///,///,///,0.3,西南西,,///,///
2024-10-15,6,0,13.8,///,///,///,0.3,西南西,0,///,///
2024-10-15,7,0,14.6,///,///,///,0.7,北北西,0,///,///
2024-10-15,8,0,15.9,///,///,///,0.9,北北西,0,///,///
2024-10-15,9,0,16.8,///,///,///,1.1,北北西,0,///,///
2024-10-15,10,0,18.9,///,///,///,0.7,南南西,0.5,///,///
2024-10-15,11,0,21.3,///,///,///,1.2,南東,1,///,///
2024-10-15,12,0,22.9,///,///,///,2.1,東南東,1,///,///
2024-10-15,13,0,23,///,///,///,2.4,東南東,0.4,///,///
2024-10-15,14,0,23.1,///,///,///,1.9,南東,0,///,///
2024-10-15,15,0,22.7,///,///,///,1.2,南南東,0,///,///
2024-10-15,16,0,20.9,///,///,///,0.9,南南西,0.1,///,///
2024-10-15,17,0,18.9,///,///,///,1.4,南南西,0,///,///
2024-10-15,18,0,18.3,///,///,///,0.6,西南西,0,///,///
2024-10-15,19,0,18.2,///,///,///,0.5,西北西,,///,///
2024-10-15,20,0,17.7,///,///,///,0.7,西南西,,///,///
2024-10-15,21,0,16.6,///,///,///,0.6,西南西,,///,///
2024-10-15,22,0,16,///,///,///,0.5,西,,///,///
2024-10-15,23,0,15.8,///,///,///,0.5,北西,,///,///
2024-10-15,24,0,15.6,///,///,///,0.3,西北西,,///,///
2024-10-16,1,0,15.4,///,///,///,0.1,静穏,,///,///
2024-10-16,2,0,15.6,///,///,///,0.6,南東,,///,///
2024-10-16,3,0,15.6,///,///,///,1,西南西,,///,///
2024-10-16,4,0,15.2,///,///,///,0.1,静穏,,///,///
2024-10-16,5,0,14.8,///,///,///,0.6,西,,///,///
2024-10-16,6,0,15.2,///,///,///,1.2,北西,0,///,///
2024-10-16,7,0,15.8,///,///,///,1.2,西北西,0,///,///
2024-10-16,8,0,17.6,///,///,///,0.8,東,0,///,///
2024-10-16,9,0,17.9,///,///,///,1.4,南東,0,///,///
2024-10-16,10,0,18.4,///,///,///,1.1,東南東,0,///,///
2024-10-16,11,0,19.6,///,///,///,0.7,南南東,0,///,///
2024-10-16,12,0,20,///,///,///,1.3,東南東,0,///,///
2024-10-16,13,0,20.6,///,///,///,1.4,東南東,0,///,///
2024-10-16,14,0,21.3,///,///,///,1,北西,0,///,///
2024-10-16,15,0,21.4,///,///,///,1.2,南,0,///,///
2024-10-16,16,0,20.3,///,///,///,0.8,南南西,0,///,///
2024-10-16,17,0,19.4,///,///,///,0.5,南西,0,///,///
2024-10-16,18,0,18.8,///,///,///,0.8,西南西,0,///,///
2024-10-16,19,0,18.7,///,///,///,0.7,西南西,,///,///
2024-10-16,20,0,18.8,///,///,///,0.4,西北西,,///,///
2024-10-16,21,0,18.8,///,///,///,0.6,西,,///,///
2024-10-16,22,0,17.9,///,///,///,0.4,西南西,,///,///
2024-10-16,23,0,18.1,///,///,///,1.2,北西,,///,///
2024-10-16,24,0,17.7,///,///,///,1.1,北西,,///,///
2024-10-17,1,0,16.7,///,///,///,0.5,西南西,,///,///
2024-10-17,2,0,16.3,///,///,///,0.3,西北西,,///,///
2024-10-17,3,0,15.8,///,///,///,1.1,北西,,///,///
2024-10-17,4,0,15.9,///,///,///,1.2,北西,,///,///
2024-10-17,5,0,15.3,///,///,///,0.3,南西,,///,///
2024-10-17,6,0,14.9,///,///,///,0.5,西北西,0,///,///
2024-10-17,7,0,17.1,///,///,///,1.4,北西,0.8,///,///
2024-10-17,8,0,19.1,///,///,///,1.3,東南東,1,///,///
2024-10-17,9,0,20.8,///,///,///,2,東,1,///,///
2024-10-17,10,0,22.6,///,///,///,1,南,1,///,///
2024-10-17,11,0,24.6,///,///,///,1.4,南南東,1,///,///
2024-10-17,12,0,26.3,///,///,///,1.6,南南東,1,///,///
2024-10-17,13,0,27,///,///,///,2.4,東南東,1,///,///
2024-10-17,14,0,27.4,///,///,///,1.7,南東,1,///,///
2024-10-17,15,0,25.9,///,///,///,1.8,東南東,1,///,///
2024-10-17,16,0,23.9,///,///,///,0.9,南南東,0.7,///,///
2024-10-17,17,0,21.5,///,///,///,0.7,南南西,0,///,///
2024-10-17,18,0,21.1,///,///,///,0.2,静穏,0,///,///
2024-10-17,19,0,20.7,///,///,///,0.4,西,,///,///
2024-10-17,20,0,20.6,///,///,///,1,西,,///,///
2024-10-17,21,0,20.2,///,///,///,1.1,西北西,,///,///
2024-10-17,22,0,20,///,///,///,0.8,西,,///,///
2024-10-17,23,0,20,///,///,///,0.9,西北西,,///,///
2024-10-17,24,0,19.4,///,///,///,0.8,西,,///,///
2024-10-18,1,0,19.2,///,///,///,0.8,西北西,,///,///
2024-10-18,2,0,18.6,///,///,///,0.6,西,,///,///
2024-10-18,3,0,18.8,///,///,///,0.4,西北西,,///,///
2024-10-18,4,0,18.5,///,///,///,0.8,南南東,,///,///
2024-10-18,5,0,17.8,///,///,///,0.2,静穏,,///,///
2024-10-18,6,0,18.1,///,///,///,0.4,西,0,///,///
2024-10-18,7,0,19.2,///,///,///,0.8,北西,0,///,///
2024-10-18,8,0,20.3,///,///,///,0.8,北,0,///,///
2024-10-18,9,0,21.9,///,///,///,1,南東,0.1,///,///
2024-10-18,10,0,21.2,///,///,///,2.4,東南東,0,///,///
2024-10-18,11,0,21.5,///,///,///,0.7,南南東,0,///,///
2024-10-18,12,0,22.6,///,///,///,0.4,南,0,///,///
2024-10-18,13,0,22.4,///,///,///,0.7,南南西,0,///,///
2024-10-18,14,0,23.6,///,///,///,0.9,南東,0,///,///
2024-10-18,15,0,23.4,///,///,///,0.6,南東,0,///,///
2024-10-18,16,0,23.1,///,///,///,0.5,南,0.1,///,///
2024-10-18,17,0,21.1,///,///,///,0.6,南西,0,///,///
2024-10-18,18,0,20.4,///,///,///,0.4,西,0,///,///
2024-10-18,19,0,20.4,///,///,///,0.5,西南西,,///,///
2024-10-18,20,0,20.1,///,///,///,0.1,静穏,,///,///
